age,job,marital,education,default,balance,housing,loan,contact,campaign,pdays,previous,poutcome,y,Age group
52,admin.,married,secondary,0,$941.00,0,0,cellular,2,-1,0,Null,0,Above 50
33,blue-collar,married,secondary,0,$315.00,0,0,cellular,3,-1,0,Null,1,30-50
53,management,divorced,secondary,0,"$1,355.00",0,1,cellular,2,196,8,other,0,Above 50
28,admin.,single,secondary,0,$392.00,1,1,cellular,2,259,2,failure,0,Under 30
53,self-employed,married,tertiary,0,$687.00,0,0,cellular,5,-1,0,Null,0,Above 50
38,technician,married,tertiary,0,"$4,383.00",0,0,cellular,4,-1,0,Null,1,30-50
30,admin.,single,secondary,0,$313.00,1,0,cellular,2,-1,0,Null,1,30-50
26,blue-collar,married,secondary,0,$895.00,1,0,cellular,3,-1,0,Null,0,Under 30
45,self-employed,divorced,secondary,0,"$1,966.00",1,0,cellular,2,204,3,other,0,30-50
46,unemployed,married,secondary,0,$594.00,0,0,cellular,2,-1,0,Null,0,30-50
32,management,married,tertiary,0,"$1,230.00",1,0,cellular,3,253,4,failure,0,30-50
36,admin.,married,secondary,0,$110.00,1,0,telephone,1,-1,0,Null,0,30-50
30,blue-collar,single,secondary,0,-$276.00,0,1,cellular,8,-1,0,Null,0,30-50
48,management,married,tertiary,0,"$4,803.00",0,0,telephone,6,-1,0,Null,0,30-50
43,technician,married,secondary,0,"$1,667.00",0,1,cellular,3,-1,0,Null,0,30-50
40,blue-collar,single,secondary,0,"$6,915.00",1,0,cellular,2,-1,0,Null,0,30-50
37,technician,married,secondary,0,$277.00,1,0,cellular,2,-1,0,Null,0,30-50
28,management,married,tertiary,0,"$1,246.00",0,0,cellular,2,-1,0,Null,0,Under 30
51,admin.,divorced,tertiary,0,$178.00,1,0,cellular,2,-1,0,Null,0,Above 50
29,technician,married,secondary,0,$273.00,0,0,cellular,2,-1,0,Null,1,Under 30
28,student,single,secondary,0,$0.00,0,0,cellular,8,-1,0,Null,0,Under 30
44,management,divorced,primary,0,$641.00,1,0,cellular,2,269,3,other,0,30-50
50,blue-collar,single,secondary,0,-$111.00,1,0,cellular,11,-1,0,Null,0,30-50
41,technician,married,secondary,0,-$329.00,0,0,telephone,8,238,9,other,0,30-50
36,student,single,secondary,0,$904.00,0,0,telephone,9,8,13,other,0,30-50
31,management,divorced,tertiary,0,$106.00,1,0,cellular,2,202,1,failure,0,30-50
32,unemployed,married,secondary,0,"$2,400.00",1,1,cellular,3,-1,0,Null,0,30-50
45,blue-collar,married,primary,0,$572.00,0,0,telephone,6,-1,0,Null,0,30-50
50,admin.,married,secondary,0,$761.00,0,1,cellular,3,-1,0,Null,0,30-50
34,blue-collar,married,secondary,0,$0.00,1,1,cellular,6,-1,0,Null,0,30-50
33,management,married,secondary,0,$165.00,1,0,telephone,3,258,15,other,0,30-50
48,admin.,divorced,secondary,0,$341.00,0,1,cellular,4,-1,0,Null,0,30-50
43,retired,single,secondary,0,$53.00,0,0,telephone,4,-1,0,Null,0,30-50
34,services,married,secondary,0,$314.00,1,1,telephone,3,-1,0,Null,0,30-50
51,technician,divorced,primary,0,$300.00,0,1,cellular,6,-1,0,Null,0,Above 50
27,blue-collar,married,secondary,0,$245.00,1,0,cellular,7,255,11,failure,0,Under 30
27,housemaid,single,primary,0,$494.00,0,0,cellular,10,-1,0,Null,0,Under 30
59,blue-collar,divorced,secondary,0,"$1,774.00",0,1,cellular,9,-1,0,Null,0,Above 50
43,management,single,secondary,0,"$1,063.00",1,0,cellular,3,-1,0,Null,0,30-50
46,management,married,tertiary,0,-$191.00,1,0,cellular,3,202,3,failure,0,30-50
37,self-employed,married,secondary,0,$126.00,0,1,cellular,7,-1,0,Null,0,30-50
69,management,married,tertiary,0,$840.00,0,0,telephone,3,-1,0,Null,1,Above 50
48,blue-collar,married,secondary,0,$558.00,1,0,telephone,8,-1,0,Null,0,30-50
38,unemployed,married,primary,0,$890.00,1,0,cellular,2,-1,0,Null,0,30-50
35,blue-collar,married,secondary,0,-$151.00,1,0,cellular,2,-1,0,Null,0,30-50
58,management,married,secondary,0,-$382.00,0,0,telephone,4,189,12,success,0,Above 50
36,blue-collar,married,primary,0,$277.00,1,1,cellular,2,-1,0,Null,0,30-50
34,services,single,primary,0,$496.00,1,0,cellular,1,-1,0,Null,0,30-50
33,blue-collar,single,secondary,0,"$16,649.00",1,0,cellular,1,-1,0,Null,0,30-50
41,admin.,divorced,secondary,0,$4.00,1,0,cellular,1,211,1,failure,0,30-50
31,entrepreneur,single,tertiary,0,$46.00,1,0,cellular,1,-1,0,Null,0,30-50
49,services,divorced,secondary,0,"$1,162.00",0,0,cellular,1,-1,0,Null,0,30-50
37,management,divorced,tertiary,0,$132.00,1,0,cellular,5,253,1,other,0,30-50
30,blue-collar,single,primary,0,$296.00,0,0,telephone,7,-1,0,Null,0,30-50
54,blue-collar,married,secondary,0,$844.00,0,0,telephone,7,189,18,other,0,Above 50
38,blue-collar,married,secondary,0,$475.00,1,0,cellular,1,-1,0,Null,0,30-50
44,management,married,tertiary,0,$309.00,1,0,cellular,1,-1,0,Null,1,30-50
37,management,married,tertiary,0,$57.00,0,0,cellular,1,-1,0,Null,1,30-50
30,unemployed,single,secondary,0,"$2,616.00",0,0,cellular,1,-1,0,Null,0,30-50
30,blue-collar,single,secondary,0,$574.00,0,0,cellular,6,-1,0,Null,0,30-50
26,self-employed,single,secondary,0,"$1,018.00",0,0,cellular,1,-1,0,Null,0,Under 30
59,retired,married,secondary,0,$242.00,0,1,cellular,10,-1,0,Null,0,Above 50
50,admin.,divorced,secondary,0,$381.00,0,0,cellular,1,212,2,other,0,30-50
29,blue-collar,single,secondary,0,$0.00,1,0,cellular,9,253,1,failure,0,Under 30
31,student,single,secondary,0,$334.00,1,0,cellular,4,233,2,other,0,30-50
35,services,divorced,secondary,0,$440.00,1,0,cellular,1,248,1,failure,0,30-50
35,management,divorced,tertiary,0,$500.00,1,0,cellular,1,252,1,failure,0,30-50
33,management,married,tertiary,0,$741.00,0,0,cellular,1,260,1,failure,0,30-50
56,retired,married,secondary,0,"$5,737.00",0,0,cellular,5,-1,0,Null,0,Above 50
34,technician,married,secondary,0,"$1,072.00",0,1,cellular,1,252,2,failure,0,30-50
59,unemployed,married,primary,0,"$19,102.00",0,0,cellular,1,-1,0,Null,0,Above 50
45,retired,married,secondary,0,$900.00,1,0,cellular,4,266,4,other,0,30-50
41,blue-collar,married,primary,0,$438.00,0,0,cellular,1,-1,0,Null,0,30-50
32,services,married,secondary,0,"$1,066.00",1,0,cellular,1,262,9,failure,0,30-50
44,blue-collar,married,secondary,0,$794.00,1,0,cellular,1,252,1,other,0,30-50
53,admin.,married,secondary,0,$264.00,1,0,cellular,1,-1,0,Null,0,Above 50
50,blue-collar,divorced,primary,0,$388.00,0,0,cellular,1,-1,0,Null,0,30-50
39,technician,married,secondary,0,$994.00,0,0,cellular,1,241,1,failure,0,30-50
38,management,single,tertiary,0,"$1,819.00",0,0,cellular,3,-1,0,Null,0,30-50
36,technician,divorced,secondary,0,"$3,270.00",0,0,telephone,1,-1,0,Null,0,30-50
35,management,single,tertiary,0,"$2,707.00",0,0,cellular,1,-1,0,Null,1,30-50
47,blue-collar,divorced,secondary,0,"$1,815.00",1,0,cellular,1,253,4,failure,0,30-50
29,admin.,married,secondary,0,$503.00,0,1,cellular,1,199,2,failure,0,Under 30
31,student,single,secondary,0,$430.00,0,0,cellular,4,-1,0,Null,0,30-50
31,admin.,single,secondary,0,$554.00,1,0,cellular,1,-1,0,Null,0,30-50
37,management,single,tertiary,0,$156.00,0,0,cellular,10,-1,0,Null,0,30-50
26,blue-collar,single,tertiary,0,"$1,527.00",0,0,cellular,1,-1,0,Null,0,Under 30
28,management,single,secondary,0,$292.00,1,1,telephone,1,-1,0,Null,0,Under 30
27,entrepreneur,single,tertiary,0,$81.00,0,0,cellular,1,199,3,failure,0,Under 30
57,management,married,tertiary,0,$297.00,0,0,cellular,1,-1,0,Null,0,Above 50
72,retired,married,primary,0,"$9,160.00",0,0,cellular,1,-1,0,Null,0,Above 50
54,unemployed,single,secondary,0,"$3,611.00",1,0,cellular,1,-1,0,Null,0,Above 50
33,management,single,tertiary,0,"$1,410.00",1,0,cellular,1,254,5,failure,0,30-50
59,blue-collar,married,primary,0,$99.00,1,0,cellular,1,261,3,failure,0,Above 50
27,admin.,single,secondary,0,$592.00,1,1,cellular,3,-1,0,Null,0,Under 30
40,housemaid,married,primary,0,$118.00,1,0,cellular,2,-1,0,Null,0,30-50
34,admin.,married,tertiary,0,$788.00,1,0,cellular,1,-1,0,Null,0,30-50
31,blue-collar,single,secondary,0,$26.00,0,0,cellular,1,-1,0,Null,0,30-50
33,entrepreneur,divorced,primary,0,$596.00,0,1,cellular,1,213,1,other,0,30-50
42,blue-collar,married,primary,0,"$1,520.00",1,0,cellular,1,-1,0,Null,0,30-50
30,blue-collar,single,secondary,0,$144.00,1,0,cellular,1,260,3,failure,0,30-50
58,entrepreneur,married,primary,0,"$1,249.00",0,0,cellular,1,-1,0,Null,0,Above 50
32,technician,married,secondary,0,"$3,322.00",1,0,cellular,2,175,2,failure,0,30-50
30,management,married,tertiary,0,"$1,251.00",0,0,cellular,5,-1,0,Null,0,30-50
60,unemployed,divorced,secondary,0,$4.00,0,0,telephone,2,-1,0,Null,0,Above 50
58,unemployed,married,tertiary,0,"$1,798.00",1,0,cellular,8,-1,0,Null,0,Above 50
43,management,married,unknown,0,$587.00,1,0,cellular,6,231,9,failure,0,30-50
29,services,married,primary,0,$549.00,1,0,cellular,1,245,2,failure,0,Under 30
49,management,married,primary,0,$363.00,0,0,cellular,2,-1,0,Null,0,30-50
34,management,single,tertiary,0,$404.00,1,0,cellular,6,-1,0,Null,0,30-50
31,technician,single,tertiary,0,"$1,109.00",0,0,cellular,1,167,2,failure,1,30-50
30,technician,married,secondary,0,"$1,099.00",1,0,cellular,1,-1,0,Null,0,30-50
31,unemployed,single,secondary,0,"$3,528.00",0,0,cellular,1,-1,0,Null,0,30-50
49,management,married,tertiary,0,$271.00,1,0,cellular,6,-1,0,Null,0,30-50
42,entrepreneur,married,tertiary,0,$233.00,0,0,cellular,1,-1,0,Null,0,30-50
37,unemployed,married,secondary,0,$63.00,0,0,cellular,1,-1,0,Null,0,30-50
48,blue-collar,married,secondary,0,$194.00,1,0,cellular,1,-1,0,Null,0,30-50
44,unemployed,married,tertiary,0,"$17,747.00",1,0,cellular,7,-1,0,Null,0,30-50
33,management,single,tertiary,0,"$7,114.00",1,0,cellular,2,233,3,other,0,30-50
36,blue-collar,single,secondary,0,$767.00,0,0,cellular,1,-1,0,Null,0,30-50
42,self-employed,single,tertiary,0,$580.00,0,0,cellular,1,-1,0,Null,0,30-50
29,blue-collar,divorced,secondary,0,$302.00,1,0,cellular,1,192,8,other,0,Under 30
42,blue-collar,married,secondary,0,$366.00,1,0,cellular,1,-1,0,Null,0,30-50
56,management,married,tertiary,0,"$3,172.00",1,0,cellular,1,-1,0,Null,0,Above 50
42,blue-collar,single,primary,0,"$1,628.00",1,0,cellular,1,195,8,success,0,30-50
27,admin.,married,secondary,0,$73.00,1,0,cellular,1,-1,0,Null,0,Under 30
36,self-employed,single,tertiary,0,$258.00,0,0,cellular,1,-1,0,Null,0,30-50
29,admin.,single,secondary,0,"$1,261.00",0,0,cellular,1,-1,0,Null,0,Under 30
34,blue-collar,married,secondary,0,$563.00,0,1,cellular,1,2,2,failure,0,30-50
71,retired,married,tertiary,0,"$2,651.00",0,0,cellular,2,-1,0,Null,0,Above 50
47,blue-collar,divorced,secondary,0,-$332.00,0,1,cellular,2,-1,0,Null,0,30-50
44,management,married,tertiary,0,$673.00,0,0,cellular,1,-1,0,Null,0,30-50
42,management,married,secondary,1,-$34.00,0,0,cellular,1,-1,0,Null,0,30-50
56,retired,married,tertiary,0,$478.00,0,0,cellular,1,-1,0,Null,0,Above 50
53,services,divorced,secondary,0,"$4,554.00",0,0,cellular,6,-1,0,Null,0,Above 50
27,technician,single,secondary,0,$63.00,0,0,cellular,1,-1,0,Null,0,Under 30
26,blue-collar,married,secondary,0,$624.00,1,0,cellular,1,247,4,other,0,Under 30
38,entrepreneur,married,secondary,0,$65.00,0,0,cellular,1,-1,0,Null,0,30-50
30,blue-collar,single,primary,0,$105.00,1,0,cellular,1,265,1,failure,0,30-50
32,admin.,single,secondary,0,$642.00,1,0,cellular,1,253,2,failure,0,30-50
43,unemployed,married,secondary,0,"$3,529.00",0,0,cellular,2,-1,0,Null,0,30-50
30,management,single,secondary,0,$293.00,1,0,cellular,1,253,2,failure,0,30-50
34,management,single,tertiary,0,$3.00,0,0,cellular,5,-1,0,Null,0,30-50
54,unemployed,divorced,secondary,0,$925.00,0,0,cellular,1,-1,0,Null,0,Above 50
30,services,single,primary,1,$81.00,1,0,telephone,1,-1,0,Null,0,30-50
59,retired,divorced,primary,0,"$7,179.00",0,0,cellular,1,-1,0,Null,0,Above 50
34,services,married,secondary,0,$87.00,0,0,cellular,1,-1,0,Null,0,30-50
32,blue-collar,married,secondary,0,$150.00,0,0,cellular,1,-1,0,Null,0,30-50
40,blue-collar,single,primary,0,-$187.00,1,0,cellular,1,-1,0,Null,0,30-50
54,entrepreneur,married,tertiary,0,"$1,544.00",0,1,cellular,7,196,3,failure,0,Above 50
50,admin.,divorced,secondary,0,$223.00,0,0,cellular,1,-1,0,Null,0,30-50
55,retired,married,secondary,0,$529.00,1,0,cellular,4,8,3,other,0,Above 50
56,management,married,tertiary,0,"$14,344.00",1,0,cellular,1,-1,0,Null,0,Above 50
48,technician,married,secondary,0,$658.00,0,0,cellular,4,-1,0,Null,0,30-50
29,technician,married,secondary,0,$767.00,1,0,cellular,1,-1,0,Null,0,Under 30
39,entrepreneur,single,secondary,0,$829.00,0,0,cellular,1,-1,0,Null,0,30-50
47,housemaid,divorced,secondary,0,"$1,565.00",0,0,cellular,1,-1,0,Null,0,30-50
38,entrepreneur,single,secondary,0,$185.00,0,0,cellular,1,-1,0,Null,0,30-50
27,management,single,tertiary,0,"$2,648.00",0,0,cellular,1,-1,0,Null,1,Under 30
27,unemployed,single,secondary,0,$11.00,0,0,cellular,1,-1,0,Null,0,Under 30
32,management,married,tertiary,0,$205.00,1,0,cellular,4,-1,0,Null,0,30-50
35,unemployed,married,primary,0,"$4,564.00",1,0,telephone,1,-1,0,Null,0,30-50
29,management,married,tertiary,0,$204.00,1,0,cellular,2,-1,0,Null,0,Under 30
37,technician,single,secondary,0,$123.00,0,1,cellular,1,-1,0,Null,0,30-50
36,management,single,tertiary,0,$467.00,0,0,cellular,2,-1,0,Null,0,30-50
26,entrepreneur,single,secondary,0,$101.00,1,0,cellular,1,268,1,failure,1,Under 30
39,technician,married,primary,0,"$1,846.00",0,0,cellular,5,-1,0,Null,0,30-50
57,unemployed,married,secondary,0,$890.00,0,0,cellular,4,-1,0,Null,0,Above 50
33,unemployed,single,secondary,0,$682.00,0,0,cellular,1,-1,0,Null,0,30-50
41,technician,married,secondary,0,-$378.00,1,0,cellular,1,253,2,failure,0,30-50
26,student,single,unknown,0,$198.00,0,0,cellular,1,-1,0,Null,0,Under 30
28,services,married,secondary,0,$462.00,1,1,cellular,1,-1,0,Null,0,Under 30
37,self-employed,married,secondary,0,"$2,203.00",0,1,cellular,8,-1,0,Null,0,30-50
29,unemployed,single,secondary,0,"$1,562.00",1,0,cellular,1,-1,0,Null,0,Under 30
33,technician,single,unknown,0,"$10,600.00",0,0,cellular,1,267,2,failure,0,30-50
47,unemployed,single,primary,0,$289.00,0,0,cellular,1,-1,0,Null,0,30-50
35,blue-collar,married,secondary,0,$522.00,1,1,cellular,2,-1,0,Null,0,30-50
41,management,married,tertiary,0,"$13,874.00",0,0,cellular,1,234,2,other,0,30-50
26,services,single,secondary,0,$598.00,1,0,cellular,2,272,1,other,0,Under 30
33,blue-collar,single,secondary,0,"$1,387.00",0,0,cellular,1,-1,0,Null,0,30-50
27,technician,married,secondary,0,$616.00,1,0,cellular,1,-1,0,Null,0,Under 30
45,management,married,unknown,0,$169.00,0,0,cellular,1,-1,0,Null,0,30-50
35,management,married,tertiary,0,"$1,557.00",1,1,cellular,1,268,1,failure,0,30-50
35,admin.,married,tertiary,0,$429.00,1,0,cellular,2,-1,0,Null,0,30-50
35,management,divorced,tertiary,0,$457.00,1,0,cellular,3,-1,0,Null,0,30-50
30,unemployed,single,secondary,0,$40.00,0,0,cellular,1,-1,0,Null,0,30-50
52,services,divorced,secondary,0,-$57.00,0,0,cellular,1,-1,0,Null,0,Above 50
36,services,married,secondary,0,$417.00,0,1,telephone,5,-1,0,Null,0,30-50
42,management,married,primary,0,-$417.00,1,0,cellular,3,273,3,failure,0,30-50
26,entrepreneur,single,tertiary,0,$725.00,0,0,cellular,2,189,29,other,1,Under 30
26,admin.,single,secondary,0,$685.00,0,0,cellular,1,-1,0,Null,0,Under 30
29,unemployed,single,tertiary,0,$991.00,0,0,cellular,1,-1,0,Null,0,Under 30
28,entrepreneur,single,tertiary,0,$16.00,0,0,cellular,1,-1,0,Null,0,Under 30
61,blue-collar,single,primary,0,$433.00,0,0,cellular,1,-1,0,Null,0,Above 50
49,entrepreneur,divorced,secondary,0,$32.00,0,0,cellular,1,-1,0,Null,0,30-50
57,unemployed,married,secondary,0,"$7,357.00",0,0,cellular,1,-1,0,Null,0,Above 50
27,management,single,tertiary,0,"$2,849.00",0,0,cellular,1,-1,0,Null,0,Under 30
28,blue-collar,single,secondary,0,"$1,364.00",1,0,cellular,2,-1,0,Null,0,Under 30
39,self-employed,single,tertiary,0,$917.00,1,0,cellular,2,258,1,failure,0,30-50
50,blue-collar,married,secondary,1,-$812.00,0,1,cellular,8,-1,0,Null,0,30-50
26,self-employed,single,secondary,0,"$1,242.00",1,0,cellular,2,253,2,success,0,Under 30
27,admin.,single,secondary,0,$424.00,0,0,cellular,4,189,13,other,0,Under 30
29,unemployed,married,tertiary,0,$241.00,0,0,cellular,5,-1,0,Null,0,Under 30
36,self-employed,single,tertiary,0,$351.00,0,0,cellular,1,-1,0,Null,0,30-50
26,unemployed,married,primary,0,$440.00,0,0,cellular,1,-1,0,Null,0,Under 30
36,blue-collar,single,secondary,0,"$1,598.00",1,0,cellular,1,-1,0,Null,0,30-50
28,services,single,secondary,0,"$1,820.00",1,0,cellular,2,203,1,success,0,Under 30
27,self-employed,single,secondary,0,$923.00,0,0,cellular,1,-1,0,Null,0,Under 30
30,services,single,secondary,0,$566.00,0,0,cellular,1,-1,0,Null,0,30-50
60,unemployed,single,tertiary,0,$361.00,0,0,cellular,1,-1,0,Null,0,Above 50
59,unemployed,married,secondary,0,"$2,740.00",0,0,cellular,1,-1,0,Null,0,Above 50
29,unemployed,single,primary,0,$34.00,0,0,cellular,1,-1,0,Null,0,Under 30
59,technician,married,secondary,0,"$2,613.00",0,0,cellular,1,-1,0,Null,0,Above 50
59,technician,married,secondary,0,$201.00,0,0,cellular,1,8,7,other,0,Above 50
41,admin.,divorced,secondary,0,$8.00,0,0,cellular,1,-1,0,Null,0,30-50
31,self-employed,single,tertiary,0,$96.00,0,0,cellular,1,-1,0,Null,0,30-50
34,unemployed,married,primary,0,$309.00,0,0,cellular,1,-1,0,Null,1,30-50
42,technician,married,secondary,0,"$2,037.00",0,1,cellular,1,8,1,other,0,30-50
34,admin.,married,secondary,0,$155.00,0,0,cellular,2,-1,0,Null,1,30-50
47,blue-collar,divorced,primary,0,"$1,927.00",1,0,cellular,4,275,3,failure,0,30-50
42,services,married,secondary,0,-$91.00,1,1,cellular,1,-1,0,Null,0,30-50
34,management,single,tertiary,0,$0.00,0,0,cellular,1,-1,0,Null,0,30-50
37,housemaid,married,secondary,0,"$7,433.00",0,1,cellular,3,-1,0,Null,1,30-50
54,retired,married,secondary,0,$883.00,0,0,telephone,4,-1,0,Null,0,Above 50
57,management,married,secondary,0,$287.00,0,1,cellular,1,8,2,other,0,Above 50
33,self-employed,single,secondary,0,$238.00,1,1,cellular,5,-1,0,Null,0,30-50
31,services,married,secondary,0,"$1,004.00",0,0,cellular,6,-1,0,Null,0,30-50
30,blue-collar,married,primary,0,$935.00,1,0,cellular,2,-1,0,Null,0,30-50
36,management,single,secondary,0,$159.00,0,0,cellular,1,-1,0,Null,0,30-50
42,technician,single,secondary,0,$541.00,1,0,cellular,1,-1,0,Null,1,30-50
56,blue-collar,single,secondary,0,"$1,187.00",1,0,cellular,2,-1,0,Null,0,Above 50
40,blue-collar,married,secondary,0,$632.00,0,0,cellular,2,-1,0,Null,0,30-50
60,retired,married,tertiary,0,"$6,684.00",1,1,cellular,1,-1,0,Null,0,Above 50
34,unemployed,single,secondary,0,"$1,586.00",0,0,cellular,2,-1,0,Null,0,30-50
46,admin.,married,secondary,0,$939.00,0,0,cellular,2,8,1,other,0,30-50
30,student,single,secondary,0,$61.00,0,1,cellular,5,8,2,other,0,30-50
49,blue-collar,married,primary,0,$217.00,1,0,cellular,2,196,4,other,0,30-50
30,services,single,secondary,0,$405.00,1,0,cellular,1,265,2,other,0,30-50
54,services,married,unknown,0,$0.00,1,0,cellular,2,267,1,other,1,Above 50
37,student,single,secondary,0,$681.00,0,0,cellular,1,8,1,other,0,30-50
45,unemployed,single,secondary,0,$33.00,0,0,cellular,1,-1,0,Null,0,30-50
56,technician,divorced,secondary,0,"$1,480.00",1,1,cellular,1,-1,0,Null,0,Above 50
29,self-employed,married,tertiary,0,$4.00,0,0,cellular,1,-1,0,Null,0,Under 30
41,management,married,tertiary,0,"$1,143.00",1,0,cellular,1,8,2,other,0,30-50
48,blue-collar,married,unknown,0,$459.00,0,0,cellular,1,8,1,other,0,30-50
50,management,divorced,tertiary,0,-$5.00,1,0,cellular,1,8,1,other,0,30-50
35,management,single,unknown,0,$186.00,1,0,cellular,2,-1,0,Null,0,30-50
27,management,married,tertiary,0,$312.00,0,0,telephone,1,-1,0,Null,0,Under 30
34,services,single,primary,0,"$3,648.00",1,0,cellular,1,-1,0,Null,0,30-50
32,management,married,tertiary,0,-$149.00,0,0,cellular,1,8,1,other,0,30-50
33,management,married,tertiary,0,"$26,721.00",0,0,cellular,3,-1,0,Null,0,30-50
27,technician,single,secondary,0,$299.00,1,0,cellular,7,-1,0,Null,0,Under 30
38,blue-collar,single,primary,0,"$3,132.00",0,0,cellular,1,-1,0,Null,0,30-50
29,self-employed,married,tertiary,0,$476.00,0,1,cellular,1,8,2,other,0,Under 30
34,technician,divorced,tertiary,0,$66.00,0,1,cellular,1,170,2,failure,0,30-50
40,management,married,secondary,0,$18.00,1,0,cellular,1,8,2,other,0,30-50
34,management,single,tertiary,0,$84.00,0,0,cellular,1,-1,0,Null,0,30-50
29,management,single,tertiary,0,$841.00,0,0,cellular,1,-1,0,Null,0,Under 30
59,technician,married,unknown,0,$0.00,0,0,cellular,1,-1,0,Null,0,Above 50
58,retired,single,secondary,0,-$158.00,1,0,cellular,1,8,1,other,0,Above 50
44,entrepreneur,married,secondary,0,$320.00,1,1,cellular,3,234,2,other,0,30-50
56,blue-collar,married,secondary,0,$121.00,0,0,cellular,1,-1,0,Null,0,Above 50
36,unemployed,married,primary,0,$646.00,0,0,cellular,2,-1,0,Null,0,30-50
36,management,married,tertiary,0,$0.00,1,0,cellular,2,8,1,other,0,30-50
29,blue-collar,single,secondary,0,$228.00,0,0,cellular,1,-1,0,Null,0,Under 30
33,technician,single,secondary,0,"$6,106.00",0,0,cellular,1,-1,0,Null,0,30-50
40,self-employed,single,tertiary,0,$265.00,0,0,cellular,3,-1,0,Null,0,30-50
27,management,single,tertiary,0,$0.00,1,0,cellular,1,-1,0,Null,0,Under 30
35,management,single,tertiary,0,$995.00,0,0,cellular,1,-1,0,Null,0,30-50
47,unemployed,divorced,secondary,0,$947.00,0,0,cellular,2,-1,0,Null,0,30-50
29,services,single,secondary,0,$612.00,0,0,cellular,1,198,5,other,0,Under 30
40,services,married,secondary,0,-$212.00,1,1,cellular,1,258,1,failure,0,30-50
41,technician,single,secondary,0,$618.00,0,0,cellular,1,-1,0,Null,0,30-50
41,admin.,divorced,secondary,0,$110.00,1,1,cellular,2,-1,0,Null,0,30-50
33,services,single,secondary,0,$406.00,1,0,cellular,1,275,1,failure,0,30-50
33,management,married,tertiary,0,$184.00,0,0,cellular,1,-1,0,Null,0,30-50
57,management,divorced,tertiary,0,$442.00,0,0,cellular,1,253,3,failure,0,Above 50
33,services,single,secondary,0,"$3,358.00",1,0,cellular,2,-1,0,Null,0,30-50
34,services,divorced,secondary,0,"$1,281.00",0,0,cellular,1,-1,0,Null,0,30-50
53,management,married,tertiary,0,"$1,624.00",0,0,cellular,3,-1,0,Null,1,Above 50
49,blue-collar,married,primary,0,$1.00,0,1,cellular,1,210,1,other,0,30-50
54,housemaid,divorced,primary,0,"$2,253.00",1,0,cellular,1,196,1,failure,0,Above 50
32,admin.,married,secondary,0,"$1,661.00",1,0,cellular,1,209,2,failure,0,30-50
31,admin.,married,secondary,0,$0.00,1,0,cellular,4,-1,0,Null,0,30-50
52,unemployed,married,secondary,0,-$307.00,0,0,cellular,1,-1,0,Null,0,Above 50
40,services,married,secondary,0,-$38.00,1,1,cellular,1,-1,0,Null,0,30-50
32,services,married,secondary,0,$182.00,0,0,cellular,1,169,2,failure,0,30-50
33,blue-collar,married,primary,0,$28.00,0,1,cellular,2,-1,0,Null,0,30-50
28,technician,single,secondary,0,$440.00,0,1,cellular,2,-1,0,Null,0,Under 30
46,services,married,tertiary,0,-$780.00,0,1,cellular,1,-1,0,Null,0,30-50
47,technician,single,secondary,0,$58.00,0,0,telephone,1,-1,0,Null,0,30-50
57,services,married,primary,0,-$319.00,0,1,cellular,1,196,1,other,0,Above 50
46,management,married,tertiary,0,$222.00,0,0,cellular,1,-1,0,Null,0,30-50
31,admin.,single,tertiary,0,$541.00,0,0,cellular,1,-1,0,Null,0,30-50
38,entrepreneur,married,tertiary,0,$228.00,1,0,cellular,1,-1,0,Null,0,30-50
31,blue-collar,single,secondary,0,$573.00,1,0,telephone,1,269,2,failure,0,30-50
35,admin.,single,secondary,0,"$1,087.00",0,0,cellular,1,-1,0,Null,0,30-50
32,technician,single,tertiary,0,"$1,813.00",0,0,cellular,1,-1,0,Null,0,30-50
29,blue-collar,single,primary,0,$365.00,1,1,cellular,1,274,2,failure,0,Under 30
40,admin.,married,secondary,0,$367.00,1,0,telephone,1,274,1,failure,0,30-50
27,management,single,tertiary,0,$497.00,0,0,cellular,1,-1,0,Null,0,Under 30
37,unemployed,married,secondary,0,$629.00,1,0,cellular,1,-1,0,Null,0,30-50
58,technician,married,unknown,0,"$1,617.00",1,0,cellular,4,274,2,failure,0,Above 50
33,admin.,married,secondary,0,$56.00,0,0,cellular,2,-1,0,Null,0,30-50
45,management,married,tertiary,0,"$2,953.00",1,1,cellular,1,-1,0,Null,0,30-50
54,technician,married,secondary,0,$0.00,0,0,telephone,3,-1,0,Null,1,Above 50
55,blue-collar,married,secondary,0,"$1,765.00",1,0,cellular,1,267,1,failure,0,Above 50
30,technician,single,secondary,0,$728.00,1,0,cellular,1,261,1,other,0,30-50
42,technician,married,secondary,0,$315.00,1,0,cellular,1,275,2,failure,0,30-50
45,services,married,secondary,0,$925.00,1,0,cellular,2,232,4,other,0,30-50
34,management,divorced,tertiary,0,$0.00,0,0,cellular,4,175,3,failure,0,30-50
42,self-employed,married,secondary,0,$513.00,0,0,telephone,1,-1,0,Null,0,30-50
45,technician,married,secondary,0,$858.00,0,0,cellular,4,251,2,failure,0,30-50
38,technician,divorced,tertiary,0,$915.00,1,0,cellular,7,266,4,other,0,30-50
34,technician,single,tertiary,0,$992.00,1,0,cellular,2,-1,0,Null,1,30-50
36,management,married,tertiary,0,$190.00,1,0,cellular,1,-1,0,Null,0,30-50
